CA,California,Alameda,$5.253,https://gasprices.aaa.com?state=CA
CA,California,Alpine,,https://gasprices.aaa.com?state=CA
CA,California,Amador,$5.193,https://gasprices.aaa.com?state=CA
CA,California,Butte,$5.012,https://gasprices.aaa.com?state=CA
CA,California,Calaveras,$5.171,https://gasprices.aaa.com?state=CA
CA,California,Colusa,$5.112,https://gasprices.aaa.com?state=CA
CA,California,Contra Costa,$5.197,https://gasprices.aaa.com?state=CA
CA,California,Del Norte,$5.498,https://gasprices.aaa.com?state=CA
CA,California,El Dorado,$5.315,https://gasprices.aaa.com?state=CA
CA,California,Fresno,$5.045,https://gasprices.aaa.com?state=CA
CA,California,Glenn,$5.056,https://gasprices.aaa.com?state=CA
CA,California,Humboldt,$5.651,https://gasprices.aaa.com?state=CA
CA,California,Imperial,$4.968,https://gasprices.aaa.com?state=CA
CA,California,Inyo,$5.395,https://gasprices.aaa.com?state=CA
CA,California,Kern,$5.039,https://gasprices.aaa.com?state=CA
CA,California,Kings,$4.931,https://gasprices.aaa.com?state=CA
CA,California,Lake,$5.040,https://gasprices.aaa.com?state=CA
CA,California,Lassen,$4.781,https://gasprices.aaa.com?state=CA
CA,California,Los Angeles,$5.186,https://gasprices.aaa.com?state=CA
CA,California,Madera,$5.056,https://gasprices.aaa.com?state=CA
CA,California,Marin,$5.312,https://gasprices.aaa.com?state=CA
CA,California,Mariposa,$5.148,https://gasprices.aaa.com?state=CA
CA,California,Mendocino,$5.189,https://gasprices.aaa.com?state=CA
CA,California,Merced,$5.123,https://gasprices.aaa.com?state=CA
CA,California,Modoc,$4.747,https://gasprices.aaa.com?state=CA
CA,California,Mono,$6.100,https://gasprices.aaa.com?state=CA
CA,California,Monterey,$5.288,https://gasprices.aaa.com?state=CA
CA,California,Napa,$5.278,https://gasprices.aaa.com?state=CA
CA,California,Nevada,$5.475,https://gasprices.aaa.com?state=CA
CA,California,Orange,$5.153,https://gasprices.aaa.com?state=CA
CA,California,Placer,$5.258,https://gasprices.aaa.com?state=CA
CA,California,Plumas,$5.053,https://gasprices.aaa.com?state=CA
CA,California,Riverside,$5.089,https://gasprices.aaa.com?state=CA
CA,California,Sacramento,$5.119,https://gasprices.aaa.com?state=CA
CA,California,San Benito,$5.202,https://gasprices.aaa.com?state=CA
CA,California,San Bernardino,$5.085,https://gasprices.aaa.com?state=CA
CA,California,San Diego,$5.183,https://gasprices.aaa.com?state=CA
CA,California,San Francisco,$5.296,https://gasprices.aaa.com?state=CA
CA,California,San Joaquin,$5.097,https://gasprices.aaa.com?state=CA
CA,California,San Luis Obispo,$5.274,https://gasprices.aaa.com?state=CA
CA,California,San Mateo,$5.315,https://gasprices.aaa.com?state=CA
CA,California,Santa Barbara,$5.148,https://gasprices.aaa.com?state=CA
CA,California,Santa Clara,$5.182,https://gasprices.aaa.com?state=CA
CA,California,Santa Cruz,$5.209,https://gasprices.aaa.com?state=CA
CA,California,Shasta,$4.987,https://gasprices.aaa.com?state=CA
CA,California,Sierra,$5.499,https://gasprices.aaa.com?state=CA
CA,California,Siskiyou,$5.145,https://gasprices.aaa.com?state=CA
CA,California,Solano,$5.148,https://gasprices.aaa.com?state=CA
CA,California,Sonoma,$5.300,https://gasprices.aaa.com?state=CA
CA,California,Stanislaus,$5.010,https://gasprices.aaa.com?state=CA
CA,California,Sutter,$5.007,https://gasprices.aaa.com?state=CA
CA,California,Tehama,$4.920,https://gasprices.aaa.com?state=CA
CA,California,Trinity,$5.495,https://gasprices.aaa.com?state=CA
CA,California,Tulare,$5.063,https://gasprices.aaa.com?state=CA
CA,California,Tuolumne,$5.007,https://gasprices.aaa.com?state=CA
CA,California,Ventura,$5.200,https://gasprices.aaa.com?state=CA
CA,California,Yolo,$5.098,https://gasprices.aaa.com?state=CA
CA,California,Yuba,$4.923,https://gasprices.aaa.com?state=CA
HI,Hawaii,Hawaii,$4.915,https://gasprices.aaa.com?state=HI
HI,Hawaii,Honolulu,$4.572,https://gasprices.aaa.com?state=HI
HI,Hawaii,Kalawao,,https://gasprices.aaa.com?state=HI
HI,Hawaii,Kauai,$5.188,https://gasprices.aaa.com?state=HI
HI,Hawaii,Maui,$4.794,https://gasprices.aaa.com?state=HI
WA,Washington,Adams,$4.328,https://gasprices.aaa.com?state=WA
WA,Washington,Asotin,$3.982,https://gasprices.aaa.com?state=WA
WA,Washington,Benton,$4.348,https://gasprices.aaa.com?state=WA
WA,Washington,Chelan,$4.517,https://gasprices.aaa.com?state=WA
